date,file,distance_km,duration_s,avg_hr,max_hr,pace_min_km,ascent,calories,trimp,run_type,zone_1_min,zone_2_min,zone_3_min,zone_4_min,zone_5_min
2026-07-28,2026-07-28-12-53-43-Hike.fit,2.275,1831.0,109,167,13.42,13,161,54.0,easy,20.4,1.6,3.8,4.8,0.0
